1, 3, 10, 8, 7, 675, analysis, 668, 0, 0, 0
2, 3, 16, 1, 8, 732, analysis, 725, 0, 0, 0
1, 3, 18, 48, 4, 1272, analysis, 1267, 0, 0, 0
2, 3, 64, 1, 2, 1324, analysis, 1321, 0, 0, 0
1, 3, 71, 1, 1, 1873, analysis, 1866, 0, 0, 0
2, 3, 74, 2, 0, 1918, analysis, 1913, 0, 0, 0
1, 3, 84, 1, 3, 2467, analysis, 2459, 0, 0, 0
2, 3, 80, 2, 0, 2522, analysis, 2516, 0, 0, 0
1, 3, 88, 5, 3, 3094, analysis, 3085, 0, 0, 0
2, 3, 99, 4, 3, 3134, analysis, 3126, 0, 0, 0
1, 3, 100, 4, 3, 3691, analysis, 3681, 0, 0, 0
2, 3, 119, 7, 4, 3721, analysis, 3712, 0, 0, 0
1, 3, 5, 4, 34, 684, analysis, 649, 0, 0, 0
2, 3, 7, 11, 25, 764, analysis, 722, 0, 0, 0
1, 3, 18, 1, 26, 1325, analysis, 1294, 0, 0, 0
2, 3, 18, 1, 25, 1406, analysis, 1364, 0, 0, 0
1, 3, 18, 1, 24, 1940, analysis, 1907, 0, 0, 0
2, 3, 19, 3, 21, 2019, analysis, 1975, 0, 0, 0
1, 3, 21, 1, 20, 2584, analysis, 2550, 0, 0, 0
2, 3, 21, 1, 20, 2627, analysis, 2583, 0, 0, 0
1, 3, 22, 1, 19, 3245, analysis, 3211, 0, 0, 0
2, 3, 23, 1, 18, 3290, analysis, 3245, 0, 0, 0
1, 3, 23, 1, 17, 3884, analysis, 3848, 0, 0, 0
2, 3, 16, 0, 17, 3978, analysis, 3931, 0, 0, 0
1, 3, 6, 3, 30, 631, analysis, 622, 0, 0, 0
2, 3, 7, 7, 23, 743, analysis, 708, 0, 0, 0
1, 3, 14, 1, 24, 1247, analysis, 1242, 0, 0, 0
2, 3, 14, 1, 23, 1359, analysis, 1325, 0, 0, 0
1, 3, 15, 1, 22, 1870, analysis, 1863, 0, 0, 0
2, 3, 15, 1, 21, 2298, analysis, 2262, 0, 0, 0
1, 3, 16, 0, 21, 2493, analysis, 2484, 0, 0, 0
2, 3, 15, 1, 20, 2927, analysis, 2889, 0, 0, 0
1, 3, 15, 1, 19, 3672, analysis, 3661, 0, 0, 0
2, 3, 16, 1, 19, 3776, analysis, 3738, 0, 0, 0
1, 3, 16, 1, 18, 4289, analysis, 4277, 0, 0, 0
2, 3, 17, 0, 18, 4393, analysis, 4353, 0, 0, 0
1, 3, 7, 13, 33, 682, analysis, 647, 0, 0, 0
2, 3, 17, 1, 32, 759, analysis, 711, 0, 0, 0
1, 3, 18, 1, 32, 1294, analysis, 1262, 0, 0, 0
2, 3, 18, 0, 32, 1396, analysis, 1347, 0, 0, 0
1, 3, 19, 0, 32, 1941, analysis, 1908, 0, 0, 0
2, 3, 18, 1, 31, 2041, analysis, 1991, 0, 0, 0
1, 3, 19, 1, 30, 2553, analysis, 2519, 0, 0, 0
2, 3, 19, 1, 29, 2652, analysis, 2600, 0, 0, 0
1, 3, 20, 1, 28, 3169, analysis, 3133, 0, 0, 0
2, 3, 20, 1, 27, 3299, analysis, 3246, 0, 0, 0
