0, 0, 25, 7, 30, 655, analysis, 624, 0, 0, 0
0, 0, 32, 36, 43, 1223, analysis, 1217, 0, 0, 0
0, 0, 48, 7, 34, 1837, analysis, 1829, 0, 0, 0
0, 0, 49, 4, 31, 2450, analysis, 2440, 0, 0, 0
0, 0, 51, 4, 27, 3061, analysis, 3049, 0, 0, 0
0, 0, 53, 5, 22, 3672, analysis, 3658, 0, 0, 0
0, 0, 55, 5, 17, 4285, analysis, 4270, 0, 0, 0
0, 0, 53, 4, 13, 4894, analysis, 4879, 0, 0, 0
0, 0, 53, 4, 9, 5512, analysis, 5491, 0, 0, 0
0, 0, 52, 4, 7, 6153, analysis, 6129, 0, 0, 0
0, 0, 53, 5, 1, 6788, analysis, 6762, 0, 0, 0
0, 0, 53, 4, 8, 7419, analysis, 7391, 0, 0, 0
0, 0, 5, 3, 5, 640, analysis, 609, 0, 0, 0
0, 0, 6, 1, 4, 1254, analysis, 1223, 0, 0, 0
0, 0, 11, 8, 3, 1855, analysis, 1834, 0, 0, 0
0, 0, 20, 1, 1, 2503, analysis, 2480, 0, 0, 0
0, 0, 20, 2, 3, 3117, analysis, 3096, 0, 0, 0
0, 0, 22, 1, 1, 3734, analysis, 3710, 0, 0, 0
0, 0, 22, 0, 4, 4344, analysis, 4322, 0, 0, 0
0, 0, 24, 2, 2, 4986, analysis, 4965, 0, 0, 0
0, 0, 23, 1, 1, 5637, analysis, 5611, 0, 0, 0
0, 0, 23, 1, 0, 6280, analysis, 6255, 0, 0, 0
0, 0, 22, 1, 3, 6924, analysis, 6901, 0, 0, 0
0, 0, 25, 1, 0, 7571, analysis, 7546, 0, 0, 0
0, 0, 7, 2, 22, 676, analysis, 641, 0, 0, 0
0, 0, 8, 2, 19, 1316, analysis, 1283, 0, 0, 0
0, 0, 5, 3, 21, 1961, analysis, 1926, 0, 0, 0
0, 0, 16, 1, 12, 2615, analysis, 2578, 0, 0, 0
0, 0, 17, 1, 10, 3233, analysis, 3194, 0, 0, 0
0, 0, 16, 1, 11, 3881, analysis, 3834, 0, 0, 0
0, 0, 18, 0, 9, 4527, analysis, 4478, 0, 0, 0
0, 0, 18, 0, 7, 5172, analysis, 5121, 0, 0, 0
0, 0, 17, 0, 8, 5816, analysis, 5763, 0, 0, 0
0, 0, 19, 0, 6, 6456, analysis, 6402, 0, 0, 0
0, 0, 18, 0, 7, 7077, analysis, 7021, 0, 0, 0
0, 0, 18, 1, 4, 7728, analysis, 7670, 0, 0, 0
0, 0, 6, 3, 5, 663, analysis, 656, 0, 0, 0
0, 0, 6, 15, 3, 1262, analysis, 1260, 0, 0, 0
0, 0, 24, 1, 4, 1914, analysis, 1911, 0, 0, 0
0, 0, 21, 2, 1, 2534, analysis, 2529, 0, 0, 0
0, 0, 26, 1, 2, 3149, analysis, 3142, 0, 0, 0
0, 0, 27, 1, 2, 3767, analysis, 3757, 0, 0, 0
0, 0, 26, 1, 1, 4388, analysis, 4377, 0, 0, 0
0, 0, 29, 1, 4, 4999, analysis, 4985, 0, 0, 0
0, 0, 30, 1, 2, 5612, analysis, 5596, 0, 0, 0
0, 0, 30, 1, 1, 6223, analysis, 6206, 0, 0, 0
0, 0, 30, 1, 4, 6838, analysis, 6820, 0, 0, 0
0, 0, 32, 1, 1, 7452, analysis, 7432, 0, 0, 0
0, 0, 6, 3, 5, 619, analysis, 614, 0, 0, 0
0, 0, 8, 0, 4, 1220, analysis, 1216, 0, 0, 0
0, 0, 7, 0, 5, 1913, analysis, 1908, 0, 0, 0
0, 0, 9, 1, 2, 2526, analysis, 2519, 0, 0, 0
0, 0, 9, 1, 2, 3136, analysis, 3128, 0, 0, 0
0, 0, 10, 2, 4, 3744, analysis, 3736, 0, 0, 0
0, 0, 15, 1, 3, 4356, analysis, 4347, 0, 0, 0
0, 0, 13, 2, 0, 4978, analysis, 4966, 0, 0, 0
0, 0, 18, 1, 1, 5572, analysis, 5559, 0, 0, 0
0, 0, 17, 0, 1, 6193, analysis, 6179, 0, 0, 0
