0, 3, 4, 2, 8208, analysis, 614, 0, 7573, 0
0, 3, 3, 3, 8852, analysis, 644, 0, 8182, 0
0, 3, 3, 2, 9494, analysis, 644, 0, 8822, 0
0, 3, 3, 3, 10137, analysis, 646, 0, 9461, 0
0, 3, 3, 2, 10775, analysis, 640, 0, 10103, 0
0, 3, 3, 3, 11416, analysis, 645, 0, 10738, 0
0, 3, 3, 2, 12060, analysis, 646, 0, 11379, 0
0, 3, 3, 3, 12702, analysis, 645, 0, 12020, 0
0, 3, 5, 3, 13341, analysis, 645, 0, 12658, 0
0, 3, 3, 2, 13987, analysis, 649, 0, 13299, 0
0, 3, 3, 3, 14600, analysis, 617, 0, 13943, 0
0, 3, 3, 2, 15245, analysis, 648, 0, 14556, 0
0, 3, 5, 12, 8210, analysis, 645, 0, 7544, 0
0, 3, 4, 6, 8856, analysis, 645, 0, 8188, 0
0, 3, 3, 10, 9505, analysis, 647, 0, 8833, 0
0, 3, 4, 2, 10151, analysis, 644, 0, 9480, 0
0, 3, 11, 48, 10743, analysis, 647, 0, 10067, 0
0, 3, 4, 40, 11389, analysis, 645, 0, 10714, 0
0, 3, 3, 44, 12001, analysis, 610, 0, 11359, 0
0, 3, 4, 36, 12641, analysis, 640, 0, 11969, 0
0, 3, 3, 33, 13287, analysis, 645, 0, 12609, 0
0, 3, 3, 31, 13933, analysis, 646, 0, 13253, 0
0, 3, 4, 27, 14579, analysis, 645, 0, 13899, 0
0, 3, 3, 24, 15226, analysis, 645, 0, 14544, 0
0, 3, 3, 3, 8356, analysis, 609, 0, 7730, 0
0, 3, 3, 3, 8952, analysis, 608, 0, 8326, 0
0, 3, 3, 2, 9571, analysis, 609, 0, 8943, 0
0, 3, 3, 3, 10175, analysis, 609, 0, 9547, 0
0, 3, 3, 3, 10807, analysis, 645, 0, 10143, 0
0, 3, 2, 3, 11459, analysis, 645, 0, 10793, 0
0, 3, 2, 5, 12069, analysis, 619, 0, 11427, 0
0, 3, 3, 3, 12684, analysis, 616, 0, 12043, 0
0, 3, 3, 2, 13327, analysis, 646, 0, 12655, 0
0, 3, 3, 3, 13975, analysis, 651, 0, 13296, 0
0, 3, 3, 2, 14613, analysis, 641, 0, 13943, 0
0, 3, 3, 2, 15256, analysis, 646, 0, 14580, 0
0, 3, 2, 32, 8144, analysis, 614, 0, 7507, 0
0, 3, 1, 30, 8759, analysis, 615, 0, 8120, 0
0, 3, 1, 22, 9372, analysis, 612, 0, 8735, 0
0, 3, 2, 28, 9987, analysis, 613, 0, 9347, 0
0, 3, 0, 22, 10602, analysis, 613, 0, 9960, 0
0, 3, 3, 13, 11216, analysis, 613, 0, 10573, 0
0, 3, 5, 16, 11834, analysis, 617, 0, 11186, 0
0, 3, 4, 10, 12446, analysis, 612, 0, 11802, 0
0, 3, 2, 8, 13059, analysis, 612, 0, 12414, 0
0, 3, 2, 5, 13674, analysis, 614, 0, 13026, 0
0, 3, 3, 2, 14285, analysis, 610, 0, 13640, 0
0, 3, 4, 4, 14890, analysis, 610, 0, 14244, 0
0, 3, 2, 3, 7975, analysis, 612, 0, 7339, 0
0, 3, 1, 1, 8588, analysis, 612, 0, 7950, 0
0, 3, 1, 2, 9194, analysis, 610, 0, 8557, 0
0, 3, 2, 4, 9804, analysis, 610, 0, 9167, 0
0, 3, 1, 0, 10442, analysis, 637, 0, 9777, 0
0, 3, 3, 4, 11080, analysis, 644, 0, 10407, 0
0, 3, 4, 3, 11722, analysis, 645, 0, 11046, 0
0, 3, 8, 3, 12359, analysis, 644, 0, 11682, 0
0, 3, 3, 4, 13002, analysis, 646, 0, 12321, 0
0, 3, 3, 3, 13609, analysis, 610, 0, 12963, 0
0, 3, 4, 2, 14203, analysis, 597, 0, 13569, 0
0, 3, 3, 3, 14845, analysis, 646, 0, 14161, 0
0, 3, 2, 4, 8481, analysis, 645, 0, 7817, 0
0, 3, 1, 2, 9122, analysis, 639, 0, 8462, 0
0, 3, 1, 3, 9765, analysis, 645, 0, 9097, 0
0, 3, 1, 1, 10415, analysis, 644, 0, 9746, 0
0, 3, 4, 2, 11052, analysis, 644, 0, 10381, 0
0, 3, 1, 1, 11704, analysis, 645, 0, 11030, 0
0, 3, 4, 3, 12331, analysis, 636, 0, 11664, 0
0, 3, 3, 2, 12968, analysis, 644, 0, 12292, 0
0, 3, 2, 3, 13620, analysis, 646, 0, 12940, 0
0, 3, 3, 3, 14258, analysis, 646, 0, 13577, 0
0, 3, 3, 3, 14896, analysis, 647, 0, 14213, 0
0, 3, 5, 3, 15511, analysis, 610, 0, 14864, 0
0, 3, 2, 32, 8228, analysis, 644, 0, 7564, 0
0, 3, 1, 29, 8874, analysis, 645, 0, 8207, 0
0, 3, 2, 30, 9523, analysis, 647, 0, 8852, 0
0, 3, 1, 28, 10140, analysis, 615, 0, 9499, 0
0, 3, 1, 22, 10786, analysis, 644, 0, 10114, 0
0, 3, 5, 23, 11433, analysis, 645, 0, 10758, 0
0, 3, 0, 22, 12081, analysis, 646, 0, 11403, 0
0, 3, 0, 21, 12728, analysis, 645, 0, 12049, 0
0, 3, 1, 21, 13374, analysis, 646, 0, 12693, 0
0, 3, 1, 20, 14018, analysis, 643, 0, 13339, 0
0, 3, 1, 18, 14665, analysis, 645, 0, 13982, 0
0, 3, 1, 19, 15322, analysis, 656, 0, 14627, 0
0, 3, 2, 33, 8103, analysis, 611, 0, 7454, 0
0, 3, 2, 28, 8749, analysis, 645, 0, 8065, 0
0, 3, 2, 30, 9369, analysis, 619, 0, 8710, 0
0, 3, 1, 27, 10016, analysis, 645, 0, 9329, 0
